Sales,Date,Gap,PriceMax,PriceMin,Rawg,Youtube,TwitchPChannel,TwitchPViewer,MCUserScore,MCCriticScore,MCUserRatings,MCMediaRatings,SteamCCU,SteamComments,SteamFollowers,Douban,Google Trends
56854,42194,1088,20,6,315,4240,4,5336,7.1,79,31,18,13,1167,16103,2,0.05
56722,42818,464,19.99,19.99,125,2788,3,109,6.8,86,8,5,174,665,2314,0,0
56578,41323,464,15,4,471,266,1,16,7.2,68,31,6,4,197,792,0,0.02
56447,42944,338,20,5,630,12946,67,27130,7.7,74,57,61,579,26,33997,2,0.08
55987,42510,772,15,1,264,509,3,620,6.6,54,30,10,30,1234,5059,2,0.02
55790,41387,772,15,4,111,76,2,1952,6.7,66,17,6,3,468,4757,0,0.02
55645,42124,1158,20,2,272,552,2,328,4.1,47,16,8,7,406,4707,0,0.06
55442,42159,1123,20,7,241,922,1,339,7.4,68,22,18,10,505,11776,2,0.04
55156,42141,1141,10,2,169,574,9,79396,5.8,55,8,23,13,1291,9337,16,0.02
54489,41793,1489,15,7,248,1111,11,141877,6.9,80,75,14,7,583,4772,2,0.09
54081,41957,1325,20,10,156,660,2,724,7.8,71,122,9,49,984,11578,2,0.07
53976,42934,348,9.99,3.99,125,674,20,8070,6.5,80,10,5,129,913,11795,7,0.7
53052,41457,348,15,7,92,,3,1655,6.7,58,15,14,618,337,6680,0,0
53000,43696,76,9.99,6,89,17890,35,29480,7,69,123,40,,,,2,0
52810,42675,607,19.99,7,97,297,2,492,7.6,76,11,4,60,1215,20533,0,0.02
52272,42873,409,12.99,12.99,56,8744,9,31723,7.3,58,9,6,102,902,13624,40,0.01
52000,42864,866,40,10,26,18961,15,8724,6.5,65,13,25,39,514,10282,15,0.08
51934,41703,1579,1.99,0.89,166,10507,2,1102,7.4,72,15,13,6,321,903,0,0.03
51834,42067,1215,12,5,192,1048,3,3447,8,72,70,27,26,2036,18876,21,0.01
51000,43357,373,50,12.49,10,2827,27,1121,5.2,53,15,12,22,142,2978,0,0.04
50924,41529,313,16,15.99,221,812,2,71,7.7,72,105,13,9,652,3079,2,0.1
50619,42040,1242,10,9,106,6367,3,2596,7.5,76,27,10,11,1051,6593,2,0.04
50500,42831,451,13,12.99,15,641,3,301,7.9,77,79,19,7,31,263,2,0.02
50476,42969,313,15,7,18,7824,56,34144,6.7,67,17,32,77,924,7039,92,0.02
50402,42978,304,40,13.99,52,2201,11,3702,7.2,77,11,8,754,1078,35104,7,0.04
50124,42901,381,15,14.99,5,6218,8,631,6.4,71,5,7,593,341,4403,0,0.08
50000,44006,7,9,9,8,124,2,17783,0,80,0,1,2514,1378,16566,3,0.02
50000,43809,203,60,42,0,300,7,342,6,65,36,5,131,80,4227,1,0.02
50000,43060,670,20,9,49,1699,8,29779,5.6,59,38,17,5,81,1357,2,0.03
50000,42957,21,11,8,168,6665,20,37187,8.1,87,116,31,505,3739,29074,61,0.27
49953,41726,1556,10,9.99,257,134,2,12,7,67,5,10,5,288,940,2,0.01
49640,42495,787,15,3,1245,717,7,32298,7.6,77,63,24,336132,2283,6333,25,0.03
49531,42635,647,15,9,26,532,8,16294,7.1,65,18,24,141,620,7869,5,0
49413,43264,18,35,17.49,29,39520,86,37341,6.4,67,16,9,854,3379,22090,0,0.09
49328,41770,1512,10,5,356,195,16,98462,8,82,54,24,13,651,5548,15,0.02
49146,41575,1512,5,2,218,925,2,137,7.4,65,45,9,6,589,623,0,0.02
49000,43875,31,60,60,66,11458,95,43582,8.9,89,1066,76,,,,18,0
48881,41961,1321,15,3,187,12107,3,306,3.5,52,75,23,24,975,9488,16,0.28
48819,42537,745,20,10,6,3996,2,18,5.7,64,6,6,316,325,3146,0,0.08
48027,43087,195,30,29.99,59,2153,35,29657,8.8,79,32,22,375,1654,13041,0,0.08
48000,43186,544,50,25,12,492,5,3787,6.2,61,16,24,,,,6,0.01
47858,42765,517,7,2,34,3125,17,2137,6.3,50,51,30,7,546,3146,71,0.02
47619,43896,4,20,18,10,237,38,28304,7.4,75,7,6,3337,1494,19117,7,0.03
47422,42247,1035,10,3,323,4452,4,3225,7.6,79,118,31,21,1192,14763,2,0.43
47000,44265,7,39.99,35.99,36,14330,106,10120,6.6,65,22,26,4434,1730,42567,3,0.09
47000,43440,290,20,14,18,884,10,859,7.3,70,33,28,,,,140,0.03
46979,41409,290,10,1.99,354,753,2,8,7.1,69,37,15,23,485,707,0,0.06
46491,41393,1873,6,3,291,588,1,127,7.3,55,30,10,3,387,281,0,0.05
46298,41970,1312,15,1.49,189,191,2,49,6.8,78,22,13,20,568,9074,7,0
46000,42080,1692,9.99,4,1,920,3,1469,7.3,83,35,6,,,,8,0
45797,41899,1383,9.99,3,246,484,7,26387,4.8,50,8,6,3,352,2352,0,0.02
45793,41576,1383,15,4,279,779,2,449,5.9,59,39,13,3,623,3722,0,0.02
45719,42768,514,20,2,142,2670,15,28601,6.3,66,27,34,20,820,15897,2,0.08
44801,42563,719,29.99,6,67,496,12,119,8.5,81,4,6,47,767,10323,68,0
44680,42865,417,10,5,457,1305,6,6741,8.2,84,84,9,224,2877,13016,67,0.31
44123,42488,794,15,1,324,,2,1217,6.6,71,19,23,12,574,6360,0,0.48
44000,42710,1020,20,19.99,24,1100,9,29825,7.1,76,28,17,8,109,1389,0,0.02
43746,42104,1178,10,2,300,390,3,1344,7.6,72,83,37,14,764,4739,10,0.01
43024,42096,1186,14.99,4,151,541,1,6467,7,59,24,5,24,666,18513,0,0.03
42031,41927,1355,20,5,185,533,4,9108,7.7,74,88,38,356,689,6530,2,0
42000,43078,652,15,5,32,297,2,1727,6.9,79,18,20,,,,0,0
41954,42587,695,15,7,410,349,7,8023,8,80,18,12,6,336,606,2,0
41866,41963,1319,7.99,2,216,62,3,381,6.7,73,14,4,7,339,1122,0,0
41818,41592,1319,30,20.99,56,428,2,518,7.4,68,51,12,26,460,11031,0,0.05
41705,42320,962,19.99,19.99,46,315,7,4070,8,86,22,6,16,862,6522,34,0.02
41411,41369,962,15,14.99,59,1282,1,440,6.4,52,55,13,35,278,1461,0,0.33
41288,42622,660,9.99,2,130,42341,4,108,6.6,70,14,6,30,626,13708,2,0
41276,43158,124,29.99,20,126,17739,15,6716,7.8,85,174,64,280,928,16825,18,0
41216,42145,1137,15,14.99,382,459,3,338,7.8,82,65,26,29,930,4688,7,0.02
41186,41473,1137,10,2,278,633,1,31,6.3,59,29,14,6,250,613,2,0.06
40975,41675,1607,6,3,157,133,1,29,6.4,73,10,7,4,164,1479,0,0.01
40472,42647,635,14.99,3,52,1672,10,6301,6.4,69,5,4,56,207,3551,2,0.03
40365,42088,1194,15,14.99,206,824,2,268,4.8,71,20,9,4,424,4434,2,0.02
40240,41905,1377,20,5,72,5561,1,212,7.4,68,54,17,7,315,15441,0,0.12
40000,42822,908,50,9,3,311,4,96,6.6,74,30,16,,,,13,0.02
39748,41842,1440,13,12.99,154,2447,4,17548,6.1,69,17,13,39,593,11956,0,0.95
39288,42500,782,29.99,29.99,20,2933,4,227,4.1,69,12,5,78,443,6335,0,0.01
39209,41282,782,10,4,154,376,2,36,4.5,39,34,6,5,293,493,0,0.06
39000,43368,362,40,16,12,397,16,410,5.2,61,11,12,,,,29,0.02
38993,42478,804,20,19.99,79,268,3,47,8.5,75,11,9,35,601,11561,0,0.01
38487,42458,824,20,8,184,1213,25,19257,7.5,67,14,14,49,430,16959,6,0.02
38166,42829,453,19.99,8,2,1271,1,5529,6.9,59,19,4,8,48,1330,0,0.02
38018,41487,453,5,4.99,278,39,2,160,7.6,61,24,4,13,295,892,2,0.01
37625,42306,976,30,19.49,83,514,7,5026,8.6,80,94,7,129,1278,24081,2139,0.01
36837,41480,626,15,14.99,29,49960,1,15,1.2,20,93,6,5,38,510,48,0.2
36665,41963,1319,20,19.99,245,220,2,47,6.4,69,16,11,5,296,2639,2,0
36523,42122,1160,20,19.99,150,467,4,484,7.9,76,29,9,27,533,10817,672,0.01
35901,42062,1220,8.99,1.79,239,24441,3,5074,7.7,82,63,6,28,777,5334,2,0.54
35636,42668,614,25,24.99,31,3438,2,257,7.4,76,40,14,13,152,3511,0,0.36
35377,42209,1073,13,3,198,12779,3,2245,7.5,65,64,9,20,1411,25923,2,0
35192,41829,1453,4.99,0.49,215,58,1,18,8.2,83,17,4,10,250,376,0,0
35112,41556,1453,5,4.99,222,219,2,73,5,39,40,21,3,411,422,0,0.02
34841,41851,1431,19.99,4,144,2422,12,29824,5.7,58,21,5,13,455,1432,2,0.11
33903,42467,815,9.99,0.99,288,1560,4,800,7.2,80,11,4,19,380,5282,5,0.05
33291,42782,500,25,24.99,46,4560,3,177,6.3,52,24,13,77,726,10008,7,0.09
33213,42054,1228,25,14.99,182,627,2,71,6.5,79,29,11,4,261,6569,0,0.03
33000,41933,1797,10,1,11,132,1,45,4.3,37,26,10,,,,0,0.01
32942,43122,160,15,7,470,1495,12,28221,8.1,80,113,56,171,3662,20919,368,0.03
32916,41983,1299,15,4,262,274,2,240,6,65,11,14,10,270,6606,2,0.01
32717,41298,1299,5,4.99,124,530,1,8,6.5,53,36,15,5,322,1305,8,0.03
32695,43025,2,50,16.49,437,,331,56864,6.9,67,2288,58,1949,10989,160259,16,0
32452,41774,1508,9.99,0.99,180,72,3,303,7.8,72,9,5,14,608,3543,2,0
32402,42702,580,24.99,14.99,72,480,5,5609,8.6,83,24,5,394,1430,21535,14,0
32221,41326,580,6,1,228,98,1,85,6.8,70,18,14,75,366,560,2,0
32033,41722,1560,10,5,148,5333,6,92449,7.5,85,28,13,23,327,1158,2,0.01
32000,42997,733,20,0,21,3243,2,374,5.3,52,25,13,274,74,3116,33,0.01
31632,42313,969,20,5,62,541,4,2406,7.4,69,21,13,17,386,10843,2,0.29
31614,41751,1531,15,14.99,110,542,2,36,6.1,75,29,25,7,539,2711,0,0.02
31482,42976,306,20,19.99,23,1778,5,2541,6.9,74,30,16,236,356,2365,0,0.21
31258,42353,929,10,2,105,262,4,1998,7.7,58,22,16,9,346,1991,2,0.01
31114,41803,1479,40,14,67,298,1,18,7.1,74,57,15,67,381,18634,2,0.05
31002,42132,1150,9.99,1.99,215,23878,1,144,8.1,67,8,6,5,330,2815,0,0.75
31000,43025,705,35,14,62,3329,5,6934,8,80,28,19,112,554,345,261,0.07
30426,41277,705,5,2,233,36,2,40,6.5,77,15,4,6,495,884,25,0.02
30296,41788,1494,10,1,278,162,1,13,6.5,70,31,14,18,304,882,2,0.02
30047,42769,513,20,4,315,11187,10,7055,4.1,44,15,7,10,548,1400,0,0.91
30008,42019,1263,4.99,2,222,444,3,2244,6.7,57,9,6,8,1331,5540,1626,0.08
29487,41880,1402,20,19.99,77,151,1,5,6.6,76,18,11,4,301,3094,0,0.01
28966,41466,1402,10,4.99,160,111,1,29,6.4,74,9,9,2,92,206,0,0
28965,41765,1517,15,4,165,439,1,24,6.9,72,15,11,8,197,1480,0,0.03
28793,42016,1266,7,2.37,124,,1,21,7.1,65,14,11,179,79,3774,0,0.01
28702,41830,1452,10,2,198,336,2,142,7.4,63,37,9,7,140,1039,2,0.03
28391,41591,1452,5,1,206,479,1,415,5.5,62,34,16,5,379,367,0,0.11
28051,42052,1230,20,8,59,31153,1,1077,6.6,59,8,7,3,47,158,0,0
28000,42948,782,30,24,7,908,3,308,6.6,65,15,9,,,,0,0.01
28000,42962,768,20,8,37,1383,10,60,7.2,72,37,57,,,,2,0.04
27939,41894,1388,20,19.99,116,114,2,2221,7.6,71,23,9,17,740,7816,0,0
27000,43718,54,59.99,45,3,492,4,123,4.2,59,11,12,,,,2,0.01
26710,42685,597,15,4,194,8613,7,1243,7.7,80,74,15,18,429,3770,2,0
26542,43166,116,10,2.99,209,23401,16,37133,6.8,81,69,24,163,1328,11780,94,0.1
26507,42576,706,16,10,94,895,10,31444,7.2,81,22,30,14,572,9297,6,0.03
26392,42926,356,15,5,78,5414,12,10099,6.9,81,16,14,64,474,10112,2,0.07
26232,42493,789,15,14.99,35,979,3,4462,6.6,75,8,11,2,26,1465,8,0.02
26143,41843,1439,10,2,101,687,1,16,5.8,65,19,15,62,169,1403,0,0.24
26000,42934,796,2,1.99,45,15672,7,9459,6.9,69,20,18,2,10,106,0,0.63
25982,42187,1095,25,24.99,69,290,1,211,5.3,57,8,7,8,625,4334,0,0.04
25868,41668,1614,14.99,14.99,140,636,2,260,7,74,23,4,9,689,3933,2,0.05
25843,43133,149,30,10,47,2525,10,2075,7.5,84,46,18,66,505,3223,0,0.03
25751,42647,635,20,5,57,205,4,15108,5.8,48,5,7,41,226,855,0,0
25641,42857,425,15,14.99,289,260,9,1187,5,78,6,16,10,150,708,2,0.01
25583,42388,894,20,0.49,154,5766,1,1533,7.3,59,11,9,474,695,754,7,0
25427,42948,334,15,1.5,238,5539,10,17740,7.3,64,25,25,360,1128,10256,2,0.96
25327,43139,143,20,10,52,908,7,1873,6.3,68,4,12,22,474,27224,2,0.03
25164,42439,843,20,10,22,296,4,471,7,78,8,10,15,312,5151,16,0.01
25150,42485,797,15,9,68,6504,14,17111,7.5,71,16,11,50,604,12393,137,1.428571429
25130,41884,1398,10,0.99,57,433,1,107,6.9,68,13,9,7,256,1532,0,0.05
25000,42544,1186,10,3,26,390,5,1259,4.5,31,70,22,3,35,389,0,0
25000,42668,1062,20,2,62,1221,2,1322,7.1,63,24,15,95,759,13406,5,0.02
24688,42873,409,20,19.99,68,4224,10,10558,8.5,78,40,42,33,562,14938,15,0.02
24670,42773,509,15,3,110,1932,11,31826,7.1,61,22,14,58,617,25748,2,0.04
24569,42965,317,24.99,11,5,481,65,35335,3.7,55,6,6,63,669,5671,0,0.06
24535,41388,317,15,14.99,177,272,1,67,7.6,80,12,4,2,220,412,2,0.12
24334,42479,803,5.99,2.39,55,134629,3,2174,7.7,50,33,5,15,1149,4316,0,0.59
24244,41488,803,10,2.49,169,4853,3,847,7.4,67,26,6,6,199,727,2,0.17
24002,42662,620,4.99,4.99,173,423,2,97,7.8,66,19,4,200,328,2433,2,0
24000,43893,370,4.99,2.49,6,7,2,306,0,40,0,1,79,631,1372,33,0
23969,41618,1664,15,14.99,31,263,2,2073,7.6,78,26,11,6,277,2092,0,0.05
23890,42474,808,15,3,271,542,2,3819,7.2,79,23,10,37,334,4018,6,0.07
23870,42565,717,20,10,22,195,4,508,6.7,67,11,8,3,83,940,0,0.01
23817,42152,1130,10,9.99,97,135,1,6,7.3,73,4,9,3,273,733,0,0
23784,42418,864,10,5,181,600,61,4935,6.8,78,8,10,390,458,2636,2,0.01
23697,41906,1376,15,4,140,561,1,614,6.9,75,16,20,3,150,940,0,0.01
23635,42270,1012,6.99,4.19,253,950,1,897,6.8,76,10,5,122,436,2911,2,0.1
23399,42313,969,5,4.99,33,176,2,336,1.7,15,27,4,2,16,229,0,0.01
23369,43182,100,22,10,18,915,17,5255,7.6,65,71,21,122,1552,27256,14,0.01
23344,42633,649,13,1.94,190,15865,6,3367,7.1,80,8,5,11,479,4991,0,0
23326,42629,653,10,5,277,580,5,2898,6.6,69,9,7,99,545,4244,2,0.01
23116,42311,971,10,2,143,1114,2,137,5.8,63,11,15,4,167,3312,0,0
23041,42444,838,20,4,23,534,2,22,6.4,57,11,11,4,33,782,0,0.01
23000,42380,1392,15,15,3,153,1,97,6.2,71,33,4,,,,0,0.01
23000,43711,61,7.99,4,0,60,1,201,5.5,73,14,4,,,,2,0
23000,43180,550,20,20,7,51277,2,10,3.2,61,9,12,,,,0,0.28
22956,43242,40,12,7,29,645,4,5342,9,73,8,14,16,1177,8482,109,0
22816,42509,773,15,1,244,,7,2077,7.2,67,20,14,14,473,5531,12,0
22559,43202,80,25,10,124,82101,10,3955,8.1,77,71,12,665,1180,23341,7,0.09
22483,41477,80,30,0,155,142,2,21,5.9,41,40,5,3,280,365,0,0.07
22482,42052,1230,10,2,164,166,1,17,5.9,62,18,9,5,416,1557,0,0
22421,42572,710,10,2,125,233,2,428,7.5,79,13,13,29,474,5897,6,0
22373,43153,129,9.99,7,212,445,4,5974,7.8,74,13,6,67,759,8413,46,0.01
22318,41902,1380,20,5,54,36780,1,154,5.5,52,22,10,13,469,6942,0,0.07
22270,42018,1264,20,6,245,219,1,26,7.7,78,22,8,32,170,4181,0,0.01
22219,41719,1563,30,6,141,4729,2,329,6,49,43,7,28,326,3170,99,0.19
22104,41747,1535,6.99,1.39,166,54,1,46,6.5,75,17,5,4,142,463,0,0
22000,41912,1818,10,4.5,57,780,3,927,6,53,84,31,,,,1,0.13
22000,42343,1429,9.99,0,2,12912,2,313,5.5,80,8,6,,,,0,0
21988,42459,823,16,15.99,92,1038,5,928,7.5,80,15,8,7,350,4973,1,0.02
21939,42564,718,10,0.99,85,986,3,2382,6.5,63,11,17,8,318,3489,1,0.02
21796,41671,1611,9.99,9.99,78,265,2,140,6.2,83,21,5,5,384,1309,1,0.02
21620,43018,264,12,10,173,63017,20,29580,7.4,79,17,24,245,930,22628,11,0
21557,42241,1041,25,7,128,886,2,759,7.1,55,12,13,8,351,2865,29,0.03
21510,42474,808,15,14.99,216,329,4,1588,7.8,69,12,8,7,248,3858,1,0
21281,41834,1448,13,2,111,,2,44,5.1,49,10,21,3,336,433,0,0
21169,42059,1223,15,5,137,480,3,339,5.7,59,22,19,7,348,7285,0,0.03
21142,43005,277,10,2.49,47,115,7,24640,5.9,56,21,18,11,115,1253,0,0.01
21062,41445,277,5,2,294,1083,5,69916,7.5,70,63,31,7,314,1596,1,0.04
21000,42656,1074,15,3,7,1197,1,9,4.3,40,20,18,,,,0,0.01
20949,42500,782,15,14.99,138,461,3,437,7.3,74,7,15,5,145,5866,0,0.01
20857,41549,782,9,4,70,398,1,13,2.7,43,26,9,6,243,428,0,0.1
20787,42520,762,24.99,4,93,495,1,5,6.1,53,23,8,27,245,5528,1,0.02
20640,42110,1172,6,1,120,291,2,129,5.6,68,10,17,8,486,1725,1,0
20300,42347,935,2.99,1,67,37323,1,7,8.5,55,8,6,805,67,361,0,0
20000,43685,651,19.99,4.99,91,4664,20,21807,7.2,71,18,5,120,740,8818,4,0.02
20000,43053,677,50,15,15,741,5,101,6.6,73,14,17,,,,1,0
19789,41943,1339,30,11.99,11,654,2,141,6.6,62,13,8,72,368,7653,1,0.01
19636,42649,633,20,8,132,11419,3,223,7.6,64,26,34,13,236,5851,0,0.02
19579,41577,633,10,3,179,194,1,5,7.7,82,31,4,12,144,2743,0,0
19291,42439,843,10,1,99,68255,12,34720,7,68,27,14,12,466,4273,0,0
19264,41571,843,15,4,66,237,1,16,7.7,63,19,15,3,156,202,0,0.02
19138,42600,682,14.99,14.99,16,119,4,6795,7.7,75,6,4,12,445,14287,1,0.02
19055,42787,495,20,5,72,656,5,1128,6.8,71,32,36,63,171,1875,0,0.01
19052,42507,775,14.99,4,148,717,4,2079,7.9,71,9,6,16,435,6908,9,0.04
19000,42458,1272,13,4,1116,1083,9,6051,8.4,75,247,24,169,4126,35835,0,0.32
18919,43070,212,30,0,557,3359,7,1571,7.3,68,62,35,135,585,27487,1,0.06
18812,42103,1179,10,2.49,87,,2,838,6.8,64,20,15,5,365,2515,0,0
18536,42754,528,25,24.99,25,19007,1,93,7.7,75,15,9,77,462,10130,0,0.02
18298,42934,348,18,7,76,1049,15,11297,7.5,81,26,15,44,333,15784,7,0.03
18263,42080,1202,15,4,68,306,4,423,7,74,11,17,4,204,1915,0,0.01
18000,42402,1328,12,5,4,398,4,10,6.4,71,8,14,,,,0,0
18000,42633,1097,15,4,192,11323,5,4873,8.5,70,30,16,17,440,5173,1,0
17991,43055,227,12,3,219,10329,6,1727,6.8,72,11,10,27,477,7575,1,0.02
17788,42144,1138,18,2,148,113,2,116,6.4,62,8,7,6,241,2359,1,0.01
17784,42985,297,18,11,91,24294,12,24843,6.2,70,17,20,48,680,11467,0,0.06
17782,42136,1146,15,10,86,1116,2,3381,7.7,73,7,8,3,222,4221,0,0.19
17655,43202,80,20,19.99,50,2452,18,25499,7.1,74,22,23,326,547,12987,11,0.07
17630,42502,780,12,11.99,95,25209,6,4183,6.9,57,7,7,7,256,7072,1,0
17520,41744,1538,15,4,132,534,2,46,6.2,54,119,40,9,236,673,1,0.02
17491,42033,1249,6,1,127,178,0,0,4.6,56,10,8,100,85,371,0,0
17439,42801,481,15,7,223,429,4,415,7,71,11,27,6,164,1066,0,0.01
17402,43235,47,40,10,65,2207,17,3188,6.5,58,24,40,76,652,11326,24,0.02
17004,42094,1188,10,9.99,81,152,2,22,6.6,59,8,12,2,75,1033,0,0.01
16948,43181,101,40,20,7,20179,4,5250,4.3,46,24,11,21,236,21686,0,0.16
16655,41920,1362,12.99,0,231,10111,2,86,8.3,58,8,6,4,0,1345,0,0.01
16606,42612,670,11.99,11.99,9,229,1,104,4,53,4,4,2,62,1106,0,0
16117,43118,164,18,6,28,3231,15,2242,7.5,74,16,16,120,535,10261,1,0
16000,42220,1510,15,4,5,,2,11,6.6,68,14,8,,,,0,0.06
15984,42682,600,12,11.99,236,308,4,492,4.6,67,5,7,3,307,1017,0,0.01
15950,42094,1188,20,19.99,55,530,1,29,7.6,54,25,14,3,203,5390,0,0.04
15800,43236,46,20,6,28,12941,16,2969,5.8,65,4,9,79,437,8741,1,0.03
15739,41586,46,10,2.49,75,68,1,19,8.2,61,11,5,32,119,384,0,0
15703,41911,1371,14.99,14.99,153,280,1,84,5,57,11,5,3,135,1094,1,0.01
15682,43256,26,9,4.49,56,229,8,33579,8,81,18,18,25,291,2119,1,0.01
15478,42293,989,12.99,3,57,757,1,1345,7.8,66,6,6,9,226,1834,1,0.05
15243,42019,1263,6.99,2,94,81,0,0,7,49,8,4,22,106,573,0,0
15153,42059,1223,6.99,6.99,95,174,1,5,4.8,66,4,4,2,111,754,1,0
15000,41695,2035,20,10,10,268,1,11,2.8,27,66,16,,,,0,0.04
15000,43451,355,10,8,20,12684,3,29826,7.3,50,516,1,75,334,6792,0,0.01
15000,43405,325,15,14.99,33,20980,20,33907,2.9,40,180,27,10,337,10136,12,0.21
14844,42858,424,30,22.49,50,2627,12,590,7.7,83,43,11,76,4130,10550,1375,0.01
14777,43251,31,30,20,46,,13,119714,7.5,74,30,8,54,1072,13402,0,0.97
14748,42272,1010,4.99,1,78,235,1,293,3.3,62,4,5,3,222,2020,0,0.15
14670,43039,243,20,5,33,1763,14,1401,5.8,45,148,28,5,144,761,0,0.03
14550,41691,1591,4.99,0.99,115,153,1,3,8,56,5,4,2,5,144,0,0
14506,42584,698,14.99,2,61,10981,3,18594,7.4,70,9,4,10,670,10113,0,0.43
14474,43263,19,15,3,139,3089,20,6194,6.1,50,49,12,40,1426,19901,21,0.07
14390,42060,1222,9.99,1.99,46,1000,1,10,6.8,70,4,4,3,105,1123,1,0
14366,42822,460,10,9.99,42,402,1,15,5.3,67,8,20,2,123,920,0,0
14231,42598,684,20,0.49,103,1404,1,92,7.7,53,9,14,4,159,1071,1,0.03
14217,43031,251,10,2,117,29579,11,118104,7,79,8,15,58,706,4439,9,0
14198,42474,808,14.99,14.99,27,4393,5,1332,5.8,53,8,4,6,235,5194,7,0.04
14000,43347,383,15,14.99,77,420,6,7653,8,92,29,22,78,266,3702,1155,0.01
14000,41954,1818,9.99,4,10,133,1,6,6,66,7,4,,,,1,0
14000,42380,85,10,9.99,114,2278,12,31940,6.1,78,97,39,165,1128,14502,109,0.03
13994,42030,1252,15,10.04,60,2873,2,103,7.7,75,19,16,4,266,2252,1,0.02
13725,41674,1608,9.99,0,108,1366,1,9,7.3,59,11,5,2,40,144,0,0.03
13539,41687,1595,9.99,2,79,11130,1,43,6.2,59,10,4,3,338,922,0,0
13507,43235,47,20,10,84,4371,30,19622,6.9,75,51,35,208,657,18990,8,0.05
13467,42830,452,15,7,384,3017,7,37173,7.6,85,37,8,148,862,3668,1,0
13459,42766,516,10,3,71,422,4,192,8,90,28,12,13,502,2205,69,0.01
13259,42094,1188,10,2,48,177,2,20,6.2,69,6,17,3,25,477,0,0.01
13214,43131,151,15,6,1,929,6,33383,7,76,7,13,16,662,8880,248,0
13203,43210,72,10,3,1483,2813,33,40074,7.4,63,5,10,1939,2452,10672,10,0.04
13159,42534,748,13,3,178,569,2,6056,6.4,77,16,9,6,177,755,0,0
13002,42516,766,4.99,0.49,63,3068,10,109119,6.8,55,9,6,37,255,2705,1,0
13000,42703,1027,10,2,37,1874,2,670,6.3,37,12,10,2,119,4545,0,0.04
13000,42864,866,18,17.99,16,659,3,94,7.3,84,52,13,4,76,346,1,0.14
12976,42213,1069,20,5,87,1156,1,10,4.9,58,12,20,8,93,7946,1,0.08
12932,42774,508,4,2,80,203,3,14672,5.3,74,16,7,7,694,3956,1,0.01
12818,42935,347,17,4,171,882,12,35254,6.9,71,21,9,16,422,3021,1,0.01
12783,42794,488,15,14.99,98,3200,7,15290,7.5,69,11,18,13,316,4862,1,0.04
12777,42149,1133,3.99,0,158,58,1,28,6.3,63,9,11,2,626,2685,10,0
12762,42257,1025,9,8.99,106,553,1,627,6.9,59,12,14,3,314,4820,1,0.01
12724,42873,409,24.99,7,42,1544,5,2146,7.9,73,33,27,55,307,5645,1,0.02
12676,43230,52,30,0,8,6048,85,37397,0.4,29,39,8,8,0,6800,0,0.09
12622,43154,128,19.99,19.99,34,3,34,8349,6.9,51,12,7,823,852,8334,333,0.01
12329,41411,128,5,0.49,127,1215,1,14,4.6,49,18,8,2,250,231,0,0.02
12292,43096,186,15,10,229,361,24,23325,8.6,70,101,8,2938,4352,61432,11,0
12000,42934,796,20,12,7,583,4,2845,8.2,64,145,14,,,,1,0
12000,42479,1251,1,0.49,20,10624,2,3474,5.4,51,16,26,9,69,230,0,0
12000,43867,477,16.99,6.79,67,23834,13,5706,8.2,78,132,50,98,264,2848,4,0.37
12000,43382,348,50,27,4,3143,2,1604,4.9,66,15,9,11,29,3973,1,0.17
12000,42838,934,14.99,15,2,511,1,34,5.9,58,7,4,,,,0,0.2
12000,42815,957,9.99,3,10,197,1,12,5.9,60,7,6,,,,1,0
11937,42145,1137,20,19.99,88,,1,213,2.8,66,63,34,4,234,2641,8,0
11886,42906,376,15,4,61,371,5,5449,8.3,76,13,12,43,311,3711,0,0
11815,42640,642,10,9.99,41,589,3,2322,7.6,72,20,22,10,17,1862,1,0.01
11693,41655,1627,19.99,19.99,80,35,1,129,8.1,68,7,5,2,104,871,0,0
11563,42977,305,25,14.99,51,941,11,2685,7.4,80,21,15,35,291,7155,566,0.04
11551,42237,1045,16.99,16.99,76,2797,1,323,4.5,36,11,5,5,302,3596,0,0.16
11451,42437,845,15,14.99,105,395,3,499,6.6,75,34,26,24,371,4861,1,0.03
11300,42888,394,5.99,2,28,6765,2,2772,6.5,78,6,4,5,416,2357,28,0
11212,42123,1159,15,3,37,476,1,15,6.9,58,7,16,3,76,957,0,0
11090,41942,1340,4.99,4.99,87,449,1,10,3.5,32,8,5,3,94,2187,0,0.01
11057,42480,802,14.99,4,88,186,2,41,8.3,67,6,6,10,87,1552,0,0
11056,42775,507,19.99,5,14,755,2,23807,6,57,5,5,136,234,3305,0,0.02
11000,42293,1437,20,0,80,61,1,129,5.9,68,8,11,,,,0,0
10988,42766,516,9.99,5,8,128,3,310,8.7,67,12,4,46,893,4511,0,0.01
10969,42942,340,10,2.99,17,2412,2,786,6.4,56,17,22,5,41,486,5,0.53
10880,42893,389,7.99,4,52,,11,121918,8,83,8,5,50,704,3254,1,0.4
10804,42216,1066,20,5,59,801,1,847,4.5,43,11,7,2,105,890,0,0.72
10395,42640,642,15,14.99,53,1372,5,407,6.7,67,10,8,11,190,3687,1,0.01
10304,43160,122,20,19.99,42,298,2,189,6,68,4,8,63,374,7239,0,0.01
10293,43173,109,19.99,6,19,13492,6,4222,6,67,4,5,10,80,1084,0,0.44
10282,42466,816,9.99,1.99,54,3863,4,596,6,57,6,4,27,187,4382,0,0.02
