Developer,Publisher,IP,Date,Gap,PlayerType,PriceMax,PriceMin,Rawg,Chinese,French,Spanish,Japanese,Korean,Russian,Turkish,Portuguese,Polish,Action,ActionAdventure,Role-Playing,Strategy,Adventure,First-Person,Fighting,Puzzle,Arcade,Sci-Fi,Open-world,Survival,PC,PS4,XBOX,NS,Youtube,Twitch,MCUserScore,MCCriticScore,MCUserRatings,MCMediaRatings,SteamCCU,SteamComments,SteamFollowers,Douban,Google Trends,IsFamous
7,10,0,42710,4,0,60,10,1345,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,53932310,0,0,139428,55149,8,82,2277,110,0,0,0,1205,2.564102564,1
4,4,4,41725,1557,1,40,15.99,619,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,112471383.7,0,0,0,485,2739,6.6,81,212,31,2211,8531,87344,12,0.11,0
1,2,0,42955,327,0,14.99,11,350,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,455518167.9,65878755,0,0,2003,20433,7.2,81,13,4,165,19044,86437,943,0.16,1
4,4,1,42052,829,0,20,5,1419,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,163782890.7,21847572,13119428,0,13707,36902,7.8,80,285,54,326,9263,78704,225,0.29,1
4,7,4,42236,1046,1,22,11,1143,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,202095895.2,30819596,0,0,4709,5515,7.2,68,164,44,104,5885,39873,29,0.16,1
7,7,0,41479,1046,0,13,3,1431,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,84606244.35,0,0,0,249,467,7,78,49,18,264,2586,7493,7,0.04,0
4,4,0,42523,759,0,9.99,3.99,405,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,279999647.8,0,0,0,6838,10789,7.9,73,18,4,1564,4050,37254,134,0.33,0
7,7,0,41366,759,0,20,5,1072,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74192948.12,0,0,0,2949,708,7.3,72,150,15,116,2099,7685,43,0.32,0
4,4,0,42789,941,0,10,9.99,296,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,378046937,57784429,32273321,0,38932,749,7.5,82,52,29,3,47,885,4,0.03,0
4,4,5,41947,1783,1,30,2,53,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,145209527.7,16727667,0,0,2310,12,6.5,76,51,33,151,314,1231,4,0.21,1
4,4,0,42268,368,0,30,4,2930,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,209600940.8,32379948,18733052,0,60057,92396,8.3,84,1440,109,433,15958,119366,237,,1
8,8,2,42550,732,1,12,,813,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,288688524.2,46130550,0,0,2254,3186,7,78,86,19,367,0,3131,36,0.11,1
1,1,0,41785,1497,0,11.99,4,527,1,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,120527864.7,0,0,0,1005,28728,8.3,83,20,4,95,3623,21013,172,0.02,0
8,8,6,42766,964,0,60,15,4,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,56662926,0,0,15243,1830,6.5,68,121,35,0,0,0,6,0.46,1
5,5,0,41787,1495,0,13,6,2930,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,120805924.5,0,0,0,1735,100835,7.2,73,117,24,189049,23051,34310,79,0.08,0
3,3,0,41368,1495,0,5,2.49,807,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,74365848.26,0,0,0,21013,8270,6.8,61,174,27,29,5424,11132,694,0.47,1
7,9,4,43021,7,0,60,20,1085,1,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,490464656.8,69096981,38302769,0,226519,157125,9.1,82,2364,119,822,11042,83541,750,1.470588235,1
2,2,2,42065,1005,0,15,2,640,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,166238417.9,0,0,0,39699,3543,7,58,38,26,607,2595,46183,135,0.18,0
4,9,3,43279,7,2,60,0,331,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,654073607.9,81677319,45007931,0,141325,37298,5.1,69,465,111,6879,13339,86586,83,1.515151515,1
8,7,5,42094,1188,1,60,24,87,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,171846765.6,23895534,0,0,2380,437,7.4,74,113,36,58,957,22342,273,0.2,1
4,7,0,43550,195,1,40,15.99,107,1,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,883374631,94891550,52050950,0,24907,34644,7.8,67,203,48,11277,7093,6335,5,1.694915254,0
7,7,1,42682,476,0,20,4,11,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,335115127.1,52567002,0,0,708,3968,7,68,22,16,5,270,2702,441,0.04,1
4,8,6,43797,116,0,60,45,6,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1159842082,106935517,0,43999765,9346,1681,7.6,71,8,10,10415,3223,31550,45,0.06,1
1,0,0,42052,1230,0,10,0,237,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,163782890.7,21847572,13119428,0,258,925,6.1,56,36,17,2,0,380,5,0,0
10,10,0,41618,2112,0,15,3,306,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,685298,0,0,503,399,6.3,71,101,28,0,0,0,13,0,1
7,7,7,41933,1797,1,60,30,51,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16045013,0,0,19894,72,7.6,76,95,31,0,0,0,191,0.18,1
5,6,0,43118,164,1,7,2,405,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,546636569.6,0,0,0,528,,7.9,68,34,15,209,6202,24062,4,0.11,1
0,0,1,41989,1741,1,30,9,48,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,18775629,0,0,860,6497,7.2,85,74,14,0,0,0,4,0.17,1
6,6,0,43990,25,1,30,27,69,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1433297986,0,0,0,,59800,,,,,27439,9124,123711,4,,1
4,4,0,42027,1255,1,30,14.99,779,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,159160145.8,0,0,0,19261,539,7.4,77,207,45,62,3591,49710,4,0.5,1
6,8,6,41897,1385,0,29.99,7.5,203,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,137106170.7,0,0,0,50261,25275,6.7,61,90,4,118,5426,38654,192,0.8,1
2,2,0,42096,1186,1,15,7,567,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,172240305.6,0,0,0,2539,7327,7.7,65,111,14,1170,5147,49715,8,0.18,1
4,4,0,42633,649,1,20,8,203,1,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,317085268.8,0,0,0,17871,15937,5.5,63,136,19,1509,6450,60073,14,0.32,1
6,6,6,42549,1181,1,60,15,87,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,46081789,0,0,2418,6613,7.3,61,79,35,0,0,0,96,0,1
1,1,0,42136,1146,1,10,5,646,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,180299024.7,0,0,0,1553,462,6.8,61,39,11,97,2912,60976,13,0.43,0
4,6,0,43237,45,0,11.99,11.99,214,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,624202610.6,0,0,0,66322,42312,7.5,68,85,6,6080,14673,139913,104,0.5,1
6,7,4,42528,1330,0,30,19.49,117,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,281589142.3,45057808,0,0,2612,5662,8.1,75,81,36,123,1427,32714,111,0.02,1
5,8,4,43734,124,0,60,42,49,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1082182246,103863574,0,41243830,1936,8317,8.7,83,124,28,4616,2450,51858,81,0.17,1
7,7,6,43525,56,2,60,29.99,230,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,859287599.1,93672525,51401225,0,70496,30823,5.7,76,461,92,2095,3575,9300,94,0.36,1
7,7,6,43375,355,0,60,18,57,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,86358375,0,0,6480,18459,8,72,82,44,0,0,0,78,0.08,1
5,5,5,43893,51,1,60,60,79,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1288783675,111616573,0,0,1745,23609,6.2,78,85,54,5287,2283,13738,24,0.21,1
5,7,0,42528,1202,0,60,18,271,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,45057808,0,0,19734,10960,8.1,87,248,49,0,0,0,170,0.14,1
4,4,4,41900,246,0,40,7.5,505,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,137579626.8,0,0,0,109479,3697,7.2,81,1194,65,82,4362,93162,120,2.083333333,1
3,5,0,42272,1010,2,40,20,85,1,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,210558050.8,32574992,0,0,7242,1048,6.5,64,74,21,158,1694,37829,9,0.18,0
5,7,0,41593,1010,0,30,11.99,243,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96558328.42,0,0,0,19159,331,3.2,33,1304,24,178,6958,17747,10,1.639344262,0
3,3,0,42682,600,0,35,34.99,175,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,335115127.1,0,0,0,24679,6818,7.5,71,58,13,4341,7580,83599,29,0.49,0
2,2,0,42373,909,0,20,2,993,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,236194703,0,0,0,11731,3993,7.4,86,229,29,243,10235,17602,146,0.18,1
7,8,0,43046,7,0,40,39.99,224,1,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,504376347.5,70316006,38952494,11147270,113867,162369,7.1,62,1599,84,130,3584,16793,37,1.449275362,1
5,8,0,42683,599,0,35,34.99,307,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,335493343.4,0,0,0,5860,9169,8.4,81,75,18,2266,5678,37315,9,0.28,0
2,2,0,42150,1132,0,15,14.99,470,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,183205889.3,0,0,0,16975,1117,7,76,39,7,61,4978,21417,4,0.11,0
3,7,0,41383,1132,1,10,,326,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,75675236.31,0,0,0,,817,6.8,58,132,16,12,2411,4113,4,0.55,0
3,5,0,42481,801,1,20,19.99,154,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,266990210.3,0,0,0,9592,10063,7.4,77,110,36,391,4648,83987,18,0.18,1
4,4,5,42927,803,1,30,7.5,53,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,441440080.7,64513447,35859803,0,21657,182,8.3,73,18,29,429,319,2636,4,0.11,1
3,8,0,41835,1447,1,15,14.99,609,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,127671034.6,0,0,0,1547,1485,7.4,69,79,26,20,2234,10987,27,0.14,1
2,2,0,41716,1566,0,10,2,1039,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,111309312,0,0,0,950,660,6.8,80,90,45,57,2668,7343,26,0.14,1
5,8,6,42402,1328,1,60,15,209,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,38913922,0,0,44577,7516,8,75,382,45,0,0,0,149,0.49,1
5,8,6,43119,611,1,60,15,11,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,73875559,0,0,14293,10314,7.1,73,87,39,0,0,0,36,0.01,1
2,2,0,42990,292,1,20,19.99,502,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,473735179.4,67585390,0,0,4557,10804,7.5,80,38,22,463,2924,62705,32,0.09,0
2,2,0,42936,346,0,15,5,233,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,445918068.4,0,0,6335320,2989,30084,7.5,88,111,22,423,3721,45998,57,0,1
6,6,0,41584,346,0,5,1,966,1,1,0,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,95557522.83,0,0,0,985,82,7.1,68,251,48,924,2130,9153,7,0.34,0
4,4,0,42179,1103,0,10,2,1493,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,189373997.5,0,0,0,56637,10511,6.1,86,394,49,237,5893,23646,1113,0.58,1
6,8,3,43042,350,0,50,12.49,155,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,502124794.8,70120962,0,0,12393,1222,7.8,76,69,28,313,1627,30294,5,0.04,1
4,4,0,43447,85,0,17,8,631,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,788196079.9,89869167,0,28689015,34891,37570,8.8,84,440,84,722,14052,66506,772,,1
3,1,0,43808,83,1,35,32,86,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1173950291,0,0,0,18196,57986,8.1,71.72902685,19,34.46772842,5247,8681,188719,14,0.36,0
6,6,5,43350,191,1,50,25,15,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,707783278.4,85139350,0,24445750,3050,6762,6.5,60,89,42,39,188,3716,14,0.01,1
3,3,0,42948,334,0,20,3,990,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,451957972,65537428,36405572,0,6272,37233,6.6,79,170,85,386,1865,23416,66,6.666666667,1
3,3,0,41988,1294,0,10,5,664,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,152202642.7,0,0,0,27883,21217,8.7,78,118,7,143,7472,31196,103,,1
3,3,4,42703,579,0,35,13.99,100,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,343146052.2,53590983,0,0,972,26018,8.6,90,90,22,374,1921,22946,404,0.04,1
7,7,0,42787,495,0,60,24,70,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,377197137.7,57686907,0,0,11717,45429,6.5,66,97,58,153,1328,29324,57,0.15,1
3,3,0,43209,73,1,10,8,397,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,605035130.6,78264049,43188701,18277705,,30372,7.8,87,45,22,3354,8269,99912,9,1.265822785,0
0,0,1,41514,1556,0,10,1,811,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,88112615.52,0,0,0,26067,3154,7.2,69,88,29,308,2343,10105,76,20,0
3,3,0,42542,740,0,15,10.04,774,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,286086881.5,45740462,0,0,543,11295,8.1,85,179,47,977,16207,61238,989,0.04,1
2,8,0,42199,1531,1,23,,42,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,29015439,0,0,63366,1881,3.1,38,267,56,0,0,0,4,,1
6,9,0,41593,2137,0,23,,86,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,100000,0,0,24770,134,5.4,79,95,10,0,0,0,,2.083333333,1
4,7,0,43214,68,1,40,13.59,531,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,608415099.5,0,0,0,26333,26795,7,78,325,61,6354,9439,109143,4,0.82,1
1,1,0,41717,1565,0,10,5,714,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,111437848.2,5512637,4413113,0,518,550,6.8,69,230,26,23,2504,18901,6,0.22,1
3,3,0,41758,1524,0,10,6,168,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,116834838.9,7511838,0,0,54414,18874,4.6,51,303,86,5,1538,300,12,,1
7,9,6,43417,2,1,100,40,2054,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,762415327.3,88406337,48594413,0,108402,78744,8.5,84,993,117,361001,22756,88246,387,1.515151515,1
8,8,3,41512,2,0,25,24.99,1068,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,87908473.89,0,0,0,40285,927,6.1,61,225,17,108,2730,11707,89,0.57,1
3,3,0,42828,454,0,9.99,3.09,494,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,394997760.8,0,0,0,12279,34274,7.3,73,27,4,883,5575,37661,24,,0
2,2,0,41486,454,0,15,14.99,521,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,85296408,0,0,0,4035,118541,6.6,67,234,40,15,1573,5299,4,0.24,0
0,10,0,42507,1223,0,20,6,145,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,44033827,0,0,39950,2200,7.3,64,150,60,0,0,0,7,0.16,1
2,2,0,42718,564,1,12,11.99,186,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,348997504,54322398,30428102,0,13309,31947,5.9,58,130,69,29,2409,80250,8,0.2,1
2,2,0,41858,1424,0,9.99,0.99,573,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,131094540.4,0,0,0,601,620,6.9,59,9,6,16,1795,7026,5,0.02,0
3,3,0,42528,754,0,30,4,1109,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,281589142.3,45057808,25490192,0,4374,4678,7.8,83,109,17,165,3093,20380,144,0.05,1
2,2,7,41492,754,0,4,3.99,581,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,85892362.35,0,0,0,2921,182,7.1,76,257,37,181,1832,11406,8,0.29,0
6,9,8,42801,7,1,30,7.5,598,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,383185242.9,58369561,32585189,429745,77918,41465,7,71,179,71,4911,0,142078,53,1.111111111,1
8,7,5,42815,467,1,60,30,53,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,389266405.7,59052215,0,0,5676,3585,7.5,77,117,50,191,1097,33449,109,0.27,1
2,2,0,42090,1192,0,11.99,5,446,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,171062325.4,0,0,0,667,24132,8.5,80,21,5,120,2737,24979,22,0.09,0
6,6,4,41849,1433,0,19.99,19.99,446,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129744333.4,0,0,0,718,717,8.5,85,233,5,244,4130,44895,2139,0.08,0
2,2,0,41593,1433,0,20,19.99,384,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,96558328.42,0,0,0,4379,1843,6.9,53,168,31,39,2106,19535,19,0.33,0
9,9,8,43011,7,2,60,20,405,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,485005811.7,0,38042879,0,91302,29514,5.9,86,1047,96,,,,125,0.48,1
2,3,0,42621,661,0,20,19.99,554,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,312816683.4,0,0,0,11000,28568,7.1,73,17,12,623,2489,36813,83,0.11,0
5,6,0,42976,29,1,15,7,1276,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,466364331.7,66902736,37133264,0,26568,48064,5.9,75,156,73,741,10427,112111,24,0.59,1
7,7,6,43399,331,0,20,10,166,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87528639,0,0,2076,1895,6.9,74,46,32,0,0,0,1265,0,0
0,10,2,43763,30,0,30,20,11,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,105277643,0,0,7260,8934,8.2,67,425,70,0,0,0,40.02777978,0.6,1
3,4,0,42626,1104,1,60,2.5,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314588378.3,49836386,28037114,0,10980,2737,4.6,66,43,10,5,0,1066,4,0.16,0
3,3,3,43762,89,1,14,14,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1116047929,0,0,0,448,11392,7.2,63,516,1,10276,4402,16507,53,0,1
1,1,0,42041,968,1,25,10,69,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,161732907.2,0,0,0,4430,30601,,,,,4462,7334,101416,8,0.11,0
4,4,4,43004,278,0,40,28,315,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,481220065.7,68268044,0,0,17778,15306,7.9,81,228,49,1056,4894,45839,799,0.01,1
5,5,0,42682,600,0,20,5,122,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,335115127.1,52567002,0,0,23974,10743,6.7,64,88,46,17,235,2915,,0.14,1
6,6,0,42458,824,0,30,18,99,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,260118771.1,41644538,0,0,2699,688,7.5,67,98,45,15,523,15180,79,0.07,0
8,8,0,41576,824,0,20,19.99,469,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,94676450.28,0,0,0,626,10127,7.6,71,47,10,21,1771,5476,4,0.03,0
3,3,0,41892,1390,1,10,,205,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,136320620.3,0,0,0,10822,230,6.5,69,13,11,5,4302,16620,4,,0
8,7,7,42276,1006,1,50,24.99,38,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,211519440.1,32770036,0,0,36584,482,6.9,73,46,29,55,1019,15520,299,0.06,1
5,5,0,42156,1126,0,20,3,410,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,184465691.4,0,0,0,29360,326,4.6,43,643,48,101,6509,37403,36,,1
7,7,3,42199,1531,0,50,20,68,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,29015439,0,0,652,6934,7.1,69,30,33,0,0,0,23,0.01,1
5,5,0,43165,565,0,20,8,175,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76118565,0,0,5621,13755,7.6,68,39,30,0,0,0,,0.05,0
3,3,0,42192,1538,1,15,2.5,69,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,192204590.2,28674112,16757888,0,2677,24356,7.5,82,41,23,4016,11092,41889,8,0.02,1
1,6,0,41842,1440,0,13,3,771,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128703595.9,11607762,7661738,0,554,1435,6.6,80,75,18,10,770,1358,16,0.11,1
9,9,10,42348,934,0,20,10,587,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,229577950.2,0,0,0,1797,16836,7.3,66,101,7,192,2829,63643,377,0.22,1
3,5,0,42088,1194,1,10,1.99,100,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,170671421.3,0,0,0,1076,87,6.3,62,26,19,20,844,10664,,0.73,0
4,4,3,42402,880,0,20,12,216,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,244104290.2,38913922,0,0,13855,2540,7.6,80,158,24,123,2656,29550,7,0.1,1
3,3,0,41886,1396,0,20,19.99,125,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,135383776,0,0,0,7951,755,6.9,67,92,23,254,3195,17761,9,0.37,0
0,2,7,43413,317,0,40,20,317,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,759040899.5,88211293,0,0,13324,128324,7.5,90,235,83,,,,88,0.2,1
1,2,0,42243,1039,0,25,15,298,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,203714801.3,31160923,18083327,0,1823,7232,6.3,72,18,9,92,1473,27235,19,0.11,0
2,6,0,41844,1438,0,10,2,1038,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,129000112.4,0,0,0,6373,6129,6.4,64,135,45,33,2376,13813,18,0.18,0
3,8.5,10,41541,1438,0,20,19.99,283,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,90914384.1,0,0,0,2123,554,6,68,45,14,647,1650,10155,7,0.02,1
8,8,8,43222,60,1,40,14,113,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,613861545,0,0,0,12244,18461,5.3,75,116,51,22797,5796,97455,47,0.23,0
8,8,6,43076,206,0,30,20.09,286,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,521581042,71778836,0,0,25264,41126,8.7,85,281,86,3217,2253,20721,550,0.18,1
1,1,0,42964,106,2,10,10,157,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,460135937.4,0,0,0,63416,6726,5.5,70,15,1,844,5080,32159,6,0.32,0
0,0,0,42124,1158,0,15,7,760,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,177843411.4,25358364,14990636,0,7683,10644,7.7,75,119,28,82,1808,19321,17,0.15,0
5,5,0,42941,341,0,20,7,1040,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,448425028.1,65196101,0,0,27747,34317,7.9,85,304,75,300,5304,63682,153,0.32,1
6,7,0,42878,404,1,40,14,106,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,417821663.5,0,0,0,7778,6334,7.4,83,55,24,662,4662,69368,27,0.08,0
5,5,0,43613,159,0,39.99,20,99,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,97963493,0,0,17119,,8,80,193,70,0,0,0,4,0.02,1
2,2,0,41500,159,0,5,1,729,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,86693314.52,0,0,0,1335,1447,7.2,62,129,35,21,3296,32428,6,0.19,0
0,0,0,41647,1635,0,10,8,962,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,102782299.7,0,0,0,408,210,7.3,66,57,14,9,560,7104,4,0.86,1
2,2,0,41555,1635,0,10,2,907,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,92401309.69,0,0,0,288,83,7.6,71,62,6,31,919,3376,4,0.02,0
3,2,0,42440,842,1,15,4,770,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,254862202.4,0,0,0,316,14491,5.5,75,57,16,1716,4522,40248,112,0.01,0
