,ds,trend,cap,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,announcement,announcement_lower,announcement_upper,holidays,holidays_lower,holidays_upper,release,release_lower,release_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
135,2023-01-29,38304.57049936543,46831.2,38289.177596812675,38326.2319901255,38304.57049936543,38304.57049936543,3.4791052407993135,3.4791052407993135,3.4791052407993135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4791052407993135,3.4791052407993135,3.4791052407993135,0.0,0.0,0.0,38308.049604606225
136,2023-01-30,38346.469102852585,46831.2,38335.31969193049,38374.74079966494,38346.469102852585,38346.469102852585,8.747398417871942,8.747398417871942,8.747398417871942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.747398417871942,8.747398417871942,8.747398417871942,0.0,0.0,0.0,38355.21650127046
137,2023-01-31,38388.36770633973,46831.2,38374.579962230986,38411.98300165941,38388.36770633973,38388.36770633973,4.631906232205573,4.631906232205573,4.631906232205573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.631906232205573,4.631906232205573,4.631906232205573,0.0,0.0,0.0,38392.99961257194
138,2023-02-01,38430.26630982689,46831.2,38402.902352558354,38441.964853929654,38430.26630982689,38430.26630982689,-8.014905556810916,-8.014905556810916,-8.014905556810916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.014905556810916,-8.014905556810916,-8.014905556810916,0.0,0.0,0.0,38422.25140427008
139,2023-02-02,38472.164913314045,46831.2,38445.17765093078,38482.33911971849,38472.164913314045,38472.164913314045,-8.465738465594963,-8.465738465594963,-8.465738465594963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.465738465594963,-8.465738465594963,-8.465738465594963,0.0,0.0,0.0,38463.69917484845
140,2023-02-03,38514.0635168012,46831.2,38488.63376844639,38526.46844372448,38514.0635168012,38514.0635168012,-5.771666946384305,-5.771666946384305,-5.771666946384305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.771666946384305,-5.771666946384305,-5.771666946384305,0.0,0.0,0.0,38508.29184985482
141,2023-02-04,38555.96212028836,46831.2,38542.60382434683,38580.69689306927,38555.96212028836,38555.96212028836,5.393901077905106,5.393901077905106,5.393901077905106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.393901077905106,5.393901077905106,5.393901077905106,0.0,0.0,0.0,38561.356021366264
142,2023-02-05,38597.86072377551,46831.2,38581.80692373188,38620.32933291354,38597.86072377551,38597.86072377551,3.47910524079114,3.47910524079114,3.47910524079114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.47910524079114,3.47910524079114,3.47910524079114,0.0,0.0,0.0,38601.3398290163
143,2023-02-06,38639.75932726267,46831.2,38628.0992226004,38666.81279141386,38639.75932726267,38639.75932726267,8.747398417868887,8.747398417868887,8.747398417868887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.747398417868887,8.747398417868887,8.747398417868887,0.0,0.0,0.0,38648.50672568054
144,2023-02-07,38681.657930749825,46831.2,38667.569336658315,38705.33709755051,38681.657930749825,38681.657930749825,4.631906232220723,4.631906232220723,4.631906232220723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.631906232220723,4.631906232220723,4.631906232220723,0.0,0.0,0.0,38686.28983698205
145,2023-02-08,38723.55653423698,46831.2,38696.58634873016,38735.46531073309,38723.55653423698,38723.55653423698,-8.014905556806273,-8.014905556806273,-8.014905556806273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.014905556806273,-8.014905556806273,-8.014905556806273,0.0,0.0,0.0,38715.54162868018
146,2023-02-09,38765.45513772414,46831.2,38737.674429697676,38776.86810145525,38765.45513772414,38765.45513772414,-8.465738465590414,-8.465738465590414,-8.465738465590414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.465738465590414,-8.465738465590414,-8.465738465590414,0.0,0.0,0.0,38756.98939925855
147,2023-02-10,38807.353741211286,46831.2,38783.65117552065,38821.02666363945,38807.353741211286,38807.353741211286,-5.7716669463761345,-5.7716669463761345,-5.7716669463761345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.7716669463761345,-5.7716669463761345,-5.7716669463761345,0.0,0.0,0.0,38801.58207426491
148,2023-02-11,38849.25234469844,46831.2,38834.14049702248,38875.00418328888,38849.25234469844,38849.25234469844,5.393901077912162,5.393901077912162,5.393901077912162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.393901077912162,5.393901077912162,5.393901077912162,0.0,0.0,0.0,38854.646245776355
149,2023-02-12,38891.1509481856,46831.2,38874.249239406396,38912.91916908999,38891.1509481856,38891.1509481856,3.4791052407857843,3.4791052407857843,3.4791052407857843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4791052407857843,3.4791052407857843,3.4791052407857843,0.0,0.0,0.0,38894.63005342639
150,2023-02-13,38933.04955167275,46831.2,38923.884791836055,38961.114211956854,38933.04955167275,38933.04955167275,8.747398417865828,8.747398417865828,8.747398417865828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.747398417865828,8.747398417865828,8.747398417865828,0.0,0.0,0.0,38941.79695009062
151,2023-02-14,38974.94815515991,46831.2,38960.5180240169,38999.39703764445,38974.94815515991,38974.94815515991,4.631906232255063,4.631906232255063,4.631906232255063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.631906232255063,4.631906232255063,4.631906232255063,0.0,0.0,0.0,38979.58006139217
152,2023-02-15,39016.846758647065,46831.2,38989.36528570462,39029.69020195244,39016.846758647065,39016.846758647065,-8.014905556832957,-8.014905556832957,-8.014905556832957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.014905556832957,-8.014905556832957,-8.014905556832957,0.0,0.0,0.0,39008.83185309023
153,2023-02-16,39058.745362134214,46831.2,39031.86381535492,39068.947765604695,39058.745362134214,39058.745362134214,-8.465738465595761,-8.465738465595761,-8.465738465595761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.465738465595761,-8.465738465595761,-8.465738465595761,0.0,0.0,0.0,39050.27962366862
154,2023-02-17,39100.64396562137,46831.2,39073.778988625985,39116.421413108386,39100.64396562137,39100.64396562137,-5.771666946370126,-5.771666946370126,-5.771666946370126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.771666946370126,-5.771666946370126,-5.771666946370126,0.0,0.0,0.0,39094.872298675
155,2023-02-18,39142.542569108526,46831.2,39118.66653359452,39176.59909198345,39127.088585441976,39157.59823521453,5.393901077919215,5.393901077919215,5.393901077919215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.393901077919215,5.393901077919215,5.393901077919215,0.0,0.0,0.0,39147.93647018645
156,2023-02-19,39184.44117259568,46831.2,39134.20634515893,39236.45878705571,39140.19531203107,39231.47787058003,3.479105240777609,3.479105240777609,3.479105240777609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.479105240777609,3.479105240777609,3.479105240777609,0.0,0.0,0.0,39187.920277836456
157,2023-02-20,39226.33977608284,46831.2,39136.96974023591,39321.48575275038,39138.18832585685,39313.96335353539,8.74739841786277,8.74739841786277,8.74739841786277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.74739841786277,8.74739841786277,8.74739841786277,0.0,0.0,0.0,39235.0871745007
158,2023-02-21,39268.23837956999,46831.2,39129.7897587051,39404.18321076066,39124.591785921955,39399.118110724005,4.6319062322344,4.6319062322344,4.6319062322344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6319062322344,4.6319062322344,4.6319062322344,0.0,0.0,0.0,39272.87028580223
159,2023-02-22,39310.13698305715,46831.2,39091.907720015675,39495.49550287654,39105.815474194016,39500.74006074894,-8.014905556828312,-8.014905556828312,-8.014905556828312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.014905556828312,-8.014905556828312,-8.014905556828312,0.0,0.0,0.0,39302.122077500324
160,2023-02-23,39352.035586544305,46831.2,39075.40494871387,39590.86561141353,39086.335019317325,39604.6325147116,-8.465738465603852,-8.465738465603852,-8.465738465603852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.465738465603852,-8.465738465603852,-8.465738465603852,0.0,0.0,0.0,39343.5698480787
161,2023-02-24,39393.93419003146,46831.2,39051.49437294699,39712.747375047686,39053.43835967338,39724.066402889,-5.771666946399918,-5.771666946399918,-5.771666946399918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.771666946399918,-5.771666946399918,-5.771666946399918,0.0,0.0,0.0,39388.16252308506
162,2023-02-25,39435.83279351862,46831.2,39028.697450442116,39829.11536560674,39023.03062737414,39824.026805445304,5.39390107791427,5.39390107791427,5.39390107791427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.39390107791427,5.39390107791427,5.39390107791427,0.0,0.0,0.0,39441.22669459653
163,2023-02-26,39477.73139700577,46831.2,39000.81856684904,39948.63145797316,38999.980993392324,39938.201786801554,3.479105240795376,3.479105240795376,3.479105240795376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.479105240795376,3.479105240795376,3.479105240795376,0.0,0.0,0.0,39481.21050224657
164,2023-02-27,39519.63000049292,46831.2,38982.923721635,40070.25133264083,38970.06443708713,40066.46595353719,8.747398417877088,8.747398417877088,8.747398417877088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.747398417877088,8.747398417877088,8.747398417877088,0.0,0.0,0.0,39528.3773989108
165,2023-02-28,39561.528603980085,46831.2,38949.84596683012,40183.680301578745,38940.74661199904,40179.75750840734,4.631906232267884,4.631906232267884,4.631906232267884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.631906232267884,4.631906232267884,4.631906232267884,0.0,0.0,0.0,39566.16051021235
166,2023-03-01,39603.42720746723,46831.2,38893.61920261771,40294.10198243659,38907.64265151195,40293.38081355946,-8.014905556823669,-8.014905556823669,-8.014905556823669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.014905556823669,-8.014905556823669,-8.014905556823669,0.0,0.0,0.0,39595.41230191041
167,2023-03-02,39645.32581095439,46831.2,38831.89566472906,40408.655229170625,38844.20785245494,40419.9382157093,-8.4657384656092,-8.4657384656092,-8.4657384656092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.4657384656092,-8.4657384656092,-8.4657384656092,0.0,0.0,0.0,39636.86007248878
168,2023-03-03,39687.224414441545,46831.2,38771.21625956018,40561.86373107103,38772.54610254947,40569.05860683299,-5.77166694639391,-5.77166694639391,-5.77166694639391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.77166694639391,-5.77166694639391,-5.77166694639391,0.0,0.0,0.0,39681.452747495154
169,2023-03-04,39729.1230179287,46831.2,38722.84216424416,40734.021543188384,38728.33212835622,40717.60458908971,5.393901077921324,5.393901077921324,5.393901077921324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.393901077921324,5.393901077921324,5.393901077921324,0.0,0.0,0.0,39734.51691900662
170,2023-03-05,39771.02162141586,46831.2,38656.62578290246,40863.16824855078,38657.193952531925,40872.8033139116,3.479105240787201,3.479105240787201,3.479105240787201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.479105240787201,3.479105240787201,3.479105240787201,0.0,0.0,0.0,39774.500726656646
171,2023-03-06,39812.92022490301,46831.2,38588.72251602611,40998.01461359208,38580.986440218934,40990.95725068923,8.747398417869087,8.747398417869087,8.747398417869087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.747398417869087,8.747398417869087,8.747398417869087,0.0,0.0,0.0,39821.667623320885
172,2023-03-07,39854.81882839017,46831.2,38521.489882727576,41155.526209626136,38516.02121933317,41151.25418446699,4.6319062322472195,4.6319062322472195,4.6319062322472195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6319062322472195,4.6319062322472195,4.6319062322472195,0.0,0.0,0.0,39859.45073462241
173,2023-03-08,39896.717431877325,46831.2,38422.767164898156,41308.04335619298,38427.106109122986,41325.69936147327,-8.014905556850353,-8.014905556850353,-8.014905556850353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.014905556850353,-8.014905556850353,-8.014905556850353,0.0,0.0,0.0,39888.70252632048
174,2023-03-09,39938.61603536448,46831.2,38326.613090135055,41461.6912790848,38342.8507773248,41480.87773386466,-8.46573846559476,-8.46573846559476,-8.46573846559476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.46573846559476,-8.46573846559476,-8.46573846559476,0.0,0.0,0.0,39930.150296898886
175,2023-03-10,39980.51463885164,46831.2,38273.61551658292,41598.7435694814,38280.50571739294,41605.40488207933,-5.7716669463879,-5.7716669463879,-5.7716669463879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.7716669463879,-5.7716669463879,-5.7716669463879,0.0,0.0,0.0,39974.74297190525
176,2023-03-11,40022.41324233879,46831.2,38179.66278591796,41796.51453179898,38173.98399673354,41799.42566094351,5.393901077909047,5.393901077909047,5.393901077909047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.393901077909047,5.393901077909047,5.393901077909047,0.0,0.0,0.0,40027.8071434167
177,2023-03-12,40064.31184582595,46831.2,38118.29125865756,41956.1594001944,38114.26994048796,41954.260041432,3.479105240779027,3.479105240779027,3.479105240779027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.479105240779027,3.479105240779027,3.479105240779027,0.0,0.0,0.0,40067.79095106673
178,2023-03-13,40106.210449313105,46831.2,38039.44903702742,42115.838406229734,38033.340638942216,42107.9377797517,8.74739841786603,8.74739841786603,8.74739841786603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.74739841786603,8.74739841786603,8.74739841786603,0.0,0.0,0.0,40114.95784773097
179,2023-03-14,40148.10905280026,46831.2,37922.77369445969,42273.979862562366,37910.56307721133,42261.6746191611,4.631906232244891,4.631906232244891,4.631906232244891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.631906232244891,4.631906232244891,4.631906232244891,0.0,0.0,0.0,40152.740959032504
180,2023-03-15,40190.00765628742,46831.2,37823.22047364204,42428.59544223075,37832.486573301154,42442.98164493216,-8.01490555684571,-8.01490555684571,-8.01490555684571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.01490555684571,-8.01490555684571,-8.01490555684571,0.0,0.0,0.0,40181.99275073057
181,2023-03-16,40231.90625977456,46831.2,37755.88764770519,42597.80282493935,37761.55999308783,42614.125484095224,-8.465738465600104,-8.465738465600104,-8.465738465600104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.465738465600104,-8.465738465600104,-8.465738465600104,0.0,0.0,0.0,40223.440521308956
182,2023-03-17,40273.804863261714,46831.2,37651.10794496443,42808.29577844566,37658.903567268,42811.238937115944,-5.771666946381892,-5.771666946381892,-5.771666946381892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.771666946381892,-5.771666946381892,-5.771666946381892,0.0,0.0,0.0,40268.03319631533
183,2023-03-18,40315.70346674887,46831.2,37555.275039481996,42995.529833079185,37572.94620357017,42975.70126486817,5.3939010779161025,5.3939010779161025,5.3939010779161025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3939010779161025,5.3939010779161025,5.3939010779161025,0.0,0.0,0.0,40321.097367826784
